text
"Order Placement: 2025-04-26 18:30:18.397769, Customer: Holly Garza, Time of Order: 21:16:27, Location: North Josephmouth, Texas, Mayotte - 14361, Product ID: ELEC-LAP-0004, Quantity: 1, Payment Method: Debit Card"
"Product ID: GROC-BEV-0002, Category: Groceries, Subcategory: Beverages, Price: $$1,222.09, List Price: $$1,342.96, Discount Price: $$1,222.09, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: APPR-JKT-0003, Category: Apparel, Subcategory: Jackets, Price: $$522.58, List Price: $$544.35, Discount Price: $$522.58, Supplier: Supplier_10, Supplier_1, Availability: In Stock, ETA: 2025-05-05"
"Product ID: ELEC-SM-0003, Category: Electronics, Subcategory: Smartphones, Price: $$600.72, List Price: $$834.34, Discount Price: $$600.72, Supplier: Supplier_1, Availability: In Stock, ETA: 2025-05-12"
"Product ID: AUTO-TIR-0003, Category: Automotive, Subcategory: Tires, Price: $$255.42, List Price: $$364.89, Discount Price: $$255.42, Supplier: Supplier_8, Supplier_5, Availability: Out of Stock, ETA: 2025-05-12"
"Product ID: FURN-CAB-0003, Category: Furniture, Subcategory: Cabinets, Price: $$1,402.53, List Price: $$1,650.04, Discount Price: $$1,402.53, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-06"
"Product ID: APPR-JNS-0004, Category: Apparel, Subcategory: Jeans, Price: $$464.01, List Price: $$565.87, Discount Price: $$464.01, Supplier: Supplier_8, Availability: Out of Stock, ETA: 2025-05-11"
"Product ID: APPR-JKT-0005, Category: Apparel, Subcategory: Jackets, Price: $$1,157.72, List Price: $$1,346.19, Discount Price: $$1,157.72, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-04"
"Product ID: AUTO-FIL-0002, Category: Automotive, Subcategory: Filters, Price: $$699.82, List Price: $$795.25, Discount Price: $$699.82, Supplier: Supplier_1, Supplier_4, Availability: In Stock, ETA: 2025-05-14"
"Product ID: GROC-SNK-0001, Category: Groceries, Subcategory: Snacks, Price: $$1,628.59, List Price: $$1,871.94, Discount Price: $$1,628.59, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-07"
"Product ID: ELEC-SM-0004, Category: Electronics, Subcategory: Smartphones, Price: $$1,081.24, List Price: $$1,368.66, Discount Price: $$1,081.24, Supplier: Supplier_10, Availability: Limited, ETA: 2025-05-14"
"Product ID: AUTO-TIR-0002, Category: Automotive, Subcategory: Tires, Price: $$401.52, List Price: $$501.90, Discount Price: $$401.52, Supplier: Supplier_8, Supplier_7, Availability: In Stock, ETA: 2025-05-08"
"Product ID: AUTO-OIL-0004, Category: Automotive, Subcategory: Oil, Price: $$475.52, List Price: $$660.45, Discount Price: $$475.52, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-14"
"Product ID: ELEC-SM-0005, Category: Electronics, Subcategory: Smartphones, Price: $$1,471.35, List Price: $$1,532.66, Discount Price: $$1,471.35, Supplier: Supplier_3, Availability: Limited, ETA: 2025-05-10"
"Product ID: APPR-JNS-0005, Category: Apparel, Subcategory: Jeans, Price: $$1,291.17, List Price: $$1,373.58, Discount Price: $$1,291.17, Supplier: Supplier_10, Availability: In Stock, ETA: 2025-05-16"
"Product ID: APPR-JKT-0006, Category: Apparel, Subcategory: Jackets, Price: $$55.11, List Price: $$69.76, Discount Price: $$55.11, Supplier: Supplier_6, Supplier_7, Availability: Limited, ETA: 2025-05-14"
"Product ID: ELEC-SM-0007, Category: Electronics, Subcategory: Smartphones, Price: $$830.12, List Price: $$1,169.19, Discount Price: $$830.12, Supplier: Supplier_2, Availability: Limited, ETA: 2025-05-12"
"Product ID: FURN-DSK-0002, Category: Furniture, Subcategory: Desks, Price: $$467.88, List Price: $$623.84, Discount Price: $$467.88, Supplier: Supplier_10, Supplier_9, Availability: In Stock, ETA: 2025-05-08"
"Product ID: ELEC-CAM-0002, Category: Electronics, Subcategory: Cameras, Price: $$547.33, List Price: $$614.98, Discount Price: $$547.33, Supplier: Supplier_1, Supplier_10, Availability: In Stock, ETA: 2025-05-05"
"Product ID: FURN-CHR-0003, Category: Furniture, Subcategory: Chairs, Price: $$926.46, List Price: $$1,172.74, Discount Price: $$926.46, Supplier: Supplier_4, Supplier_2, Availability: Limited, ETA: 2025-05-16"
"Product ID: FURN-BED-0003, Category: Furniture, Subcategory: Beds, Price: $$1,436.78, List Price: $$1,466.10, Discount Price: $$1,436.78, Supplier: Supplier_9, Supplier_7, Availability: In Stock, ETA: 2025-05-13"
"Product ID: FURN-CHR-0004, Category: Furniture, Subcategory: Chairs, Price: $$1,403.39, List Price: $$1,846.57, Discount Price: $$1,403.39, Supplier: Supplier_9, Availability: Limited, ETA: 2025-05-09"
"Product ID: APPR-JKT-0004, Category: Apparel, Subcategory: Jackets, Price: $$1,508.14, List Price: $$1,885.17, Discount Price: $$1,508.14, Supplier: Supplier_4, Supplier_1, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: GROC-SNK-0002, Category: Groceries, Subcategory: Snacks, Price: $$302.68, List Price: $$383.14, Discount Price: $$302.68, Supplier: Supplier_4, Supplier_8, Availability: Out of Stock, ETA: 2025-05-16"
"Product ID: FURN-BED-0002, Category: Furniture, Subcategory: Beds, Price: $$741.89, List Price: $$963.49, Discount Price: $$741.89, Supplier: Supplier_9, Supplier_8, Availability: Limited, ETA: 2025-05-15"
"Product ID: ELEC-LAP-0004, Category: Electronics, Subcategory: Laptops, Price: $$232.52, List Price: $$310.03, Discount Price: $$232.52, Supplier: Supplier_8, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: APPR-JNS-0006, Category: Apparel, Subcategory: Jeans, Price: $$1,166.30, List Price: $$1,514.68, Discount Price: $$1,166.30, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-17"
"Product ID: GROC-FRT-0003, Category: Groceries, Subcategory: Fruits, Price: $$680.90, List Price: $$724.36, Discount Price: $$680.90, Supplier: Supplier_7, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: AUTO-TIR-0004, Category: Automotive, Subcategory: Tires, Price: $$1,702.02, List Price: $$1,791.60, Discount Price: $$1,702.02, Supplier: Supplier_10, Availability: Limited, ETA: 2025-05-12"
"Product ID: AUTO-BAT-0003, Category: Automotive, Subcategory: Batteries, Price: $$433.77, List Price: $$522.61, Discount Price: $$433.77, Supplier: Supplier_3, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: GROC-SNK-0003, Category: Groceries, Subcategory: Snacks, Price: $$1,398.79, List Price: $$1,626.50, Discount Price: $$1,398.79, Supplier: Supplier_8, Supplier_7, Availability: Out of Stock, ETA: 2025-05-08"
"Product ID: AUTO-TIR-0003, Category: Automotive, Subcategory: Tires, Price: $$577.71, List Price: $$760.14, Discount Price: $$577.71, Supplier: Supplier_4, Supplier_3, Availability: In Stock, ETA: 2025-05-09"
"Product ID: AUTO-BAT-0004, Category: Automotive, Subcategory: Batteries, Price: $$746.61, List Price: $$785.91, Discount Price: $$746.61, Supplier: Supplier_4, Supplier_9, Availability: In Stock, ETA: 2025-05-14"
"Product ID: FURN-CHR-0005, Category: Furniture, Subcategory: Chairs, Price: $$1,240.55, List Price: $$1,747.25, Discount Price: $$1,240.55, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-06"
"Product ID: APPR-JKT-0007, Category: Apparel, Subcategory: Jackets, Price: $$699.21, List Price: $$863.22, Discount Price: $$699.21, Supplier: Supplier_4, Availability: In Stock, ETA: 2025-05-07"
"Product ID: AUTO-TIR-0005, Category: Automotive, Subcategory: Tires, Price: $$1,694.35, List Price: $$1,970.17, Discount Price: $$1,694.35, Supplier: Supplier_9, Supplier_3, Availability: In Stock, ETA: 2025-05-12"
"Product ID: APPR-SHS-0002, Category: Apparel, Subcategory: Shoes, Price: $$1,515.83, List Price: $$1,943.37, Discount Price: $$1,515.83, Supplier: Supplier_7, Availability: Limited, ETA: 2025-05-05"
"Product ID: GROC-BEV-0002, Category: Groceries, Subcategory: Beverages, Price: $$966.24, List Price: $$1,305.73, Discount Price: $$966.24, Supplier: Supplier_7, Availability: Limited, ETA: 2025-05-16"
"Product ID: AUTO-BAT-0003, Category: Automotive, Subcategory: Batteries, Price: $$1,008.22, List Price: $$1,381.12, Discount Price: $$1,008.22, Supplier: Supplier_5, Availability: In Stock, ETA: 2025-05-07"
"Product ID: FURN-CHR-0006, Category: Furniture, Subcategory: Chairs, Price: $$1,235.77, List Price: $$1,471.15, Discount Price: $$1,235.77, Supplier: Supplier_4, Supplier_2, Availability: Out of Stock, ETA: 2025-05-07"
"Product ID: FURN-CHR-0007, Category: Furniture, Subcategory: Chairs, Price: $$117.80, List Price: $$117.80, Discount Price: $$117.80, Supplier: Supplier_8, Supplier_5, Availability: Out of Stock, ETA: 2025-05-15"
"Product ID: ELEC-SM-0006, Category: Electronics, Subcategory: Smartphones, Price: $$1,046.06, List Price: $$1,394.74, Discount Price: $$1,046.06, Supplier: Supplier_10, Supplier_1, Availability: Limited, ETA: 2025-05-06"
"Product ID: AUTO-FIL-0003, Category: Automotive, Subcategory: Filters, Price: $$1,462.82, List Price: $$1,556.19, Discount Price: $$1,462.82, Supplier: Supplier_8, Availability: Out of Stock, ETA: 2025-05-12"
"Product ID: FURN-CAB-0005, Category: Furniture, Subcategory: Cabinets, Price: $$1,296.03, List Price: $$1,775.38, Discount Price: $$1,296.03, Supplier: Supplier_10, Supplier_7, Availability: Out of Stock, ETA: 2025-05-09"
"Product ID: APPR-SHS-0003, Category: Apparel, Subcategory: Shoes, Price: $$1,069.75, List Price: $$1,288.86, Discount Price: $$1,069.75, Supplier: Supplier_5, Availability: Limited, ETA: 2025-05-04"
"Product ID: ELEC-SM-0008, Category: Electronics, Subcategory: Smartphones, Price: $$1,345.39, List Price: $$1,660.98, Discount Price: $$1,345.39, Supplier: Supplier_2, Supplier_6, Availability: Limited, ETA: 2025-05-04"
"Product ID: ELEC-SM-0009, Category: Electronics, Subcategory: Smartphones, Price: $$1,189.89, List Price: $$1,252.52, Discount Price: $$1,189.89, Supplier: Supplier_7, Supplier_6, Availability: Limited, ETA: 2025-05-13"
"Product ID: ELEC-CAM-0003, Category: Electronics, Subcategory: Cameras, Price: $$942.37, List Price: $$1,308.85, Discount Price: $$942.37, Supplier: Supplier_1, Availability: In Stock, ETA: 2025-05-11"
"Product ID: ELEC-TAB-0001, Category: Electronics, Subcategory: Tablets, Price: $$1,271.12, List Price: $$1,629.64, Discount Price: $$1,271.12, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-05"
"Product ID: APPR-JKT-0005, Category: Apparel, Subcategory: Jackets, Price: $$321.38, List Price: $$338.30, Discount Price: $$321.38, Supplier: Supplier_1, Supplier_9, Availability: In Stock, ETA: 2025-05-12"
"Product ID: APPR-SHS-0005, Category: Apparel, Subcategory: Shoes, Price: $$1,054.03, List Price: $$1,463.93, Discount Price: $$1,054.03, Supplier: Supplier_10, Supplier_3, Availability: In Stock, ETA: 2025-05-04"
"Product ID: APPR-JKT-0006, Category: Apparel, Subcategory: Jackets, Price: $$1,377.28, List Price: $$1,788.68, Discount Price: $$1,377.28, Supplier: Supplier_10, Availability: In Stock, ETA: 2025-05-16"
"Product ID: GROC-FRT-0002, Category: Groceries, Subcategory: Fruits, Price: $$199.15, List Price: $$216.47, Discount Price: $$199.15, Supplier: Supplier_1, Supplier_6, Availability: Out of Stock, ETA: 2025-05-04"
"Product ID: APPR-SHS-0006, Category: Apparel, Subcategory: Shoes, Price: $$742.28, List Price: $$1,045.47, Discount Price: $$742.28, Supplier: Supplier_5, Availability: In Stock, ETA: 2025-05-10"
"Product ID: FURN-BED-0003, Category: Furniture, Subcategory: Beds, Price: $$1,144.72, List Price: $$1,217.79, Discount Price: $$1,144.72, Supplier: Supplier_8, Availability: In Stock, ETA: 2025-05-04"
"Product ID: ELEC-CAM-0004, Category: Electronics, Subcategory: Cameras, Price: $$1,551.06, List Price: $$1,938.83, Discount Price: $$1,551.06, Supplier: Supplier_4, Supplier_5, Availability: Limited, ETA: 2025-05-14"
"Product ID: ELEC-SM-0010, Category: Electronics, Subcategory: Smartphones, Price: $$494.53, List Price: $$561.97, Discount Price: $$494.53, Supplier: Supplier_2, Supplier_1, Availability: Out of Stock, ETA: 2025-05-14"
"Product ID: ELEC-LAP-0005, Category: Electronics, Subcategory: Laptops, Price: $$1,449.73, List Price: $$1,858.63, Discount Price: $$1,449.73, Supplier: Supplier_6, Availability: Limited, ETA: 2025-05-15"
"Product ID: ELEC-TAB-0002, Category: Electronics, Subcategory: Tablets, Price: $$1,694.18, List Price: $$1,841.50, Discount Price: $$1,694.18, Supplier: Supplier_5, Supplier_8, Availability: In Stock, ETA: 2025-05-10"
"Product ID: FURN-CHR-0008, Category: Furniture, Subcategory: Chairs, Price: $$1,286.09, List Price: $$1,531.06, Discount Price: $$1,286.09, Supplier: Supplier_8, Availability: Limited, ETA: 2025-05-09"
"Product ID: GROC-SNK-0004, Category: Groceries, Subcategory: Snacks, Price: $$670.80, List Price: $$849.11, Discount Price: $$670.80, Supplier: Supplier_10, Availability: Limited, ETA: 2025-05-14"
"Product ID: GROC-BEV-0003, Category: Groceries, Subcategory: Beverages, Price: $$1,193.46, List Price: $$1,371.79, Discount Price: $$1,193.46, Supplier: Supplier_10, Supplier_8, Availability: In Stock, ETA: 2025-05-09"
"Product ID: APPR-SHT-0002, Category: Apparel, Subcategory: Shirts, Price: $$81.00, List Price: $$95.29, Discount Price: $$81.00, Supplier: Supplier_3, Availability: In Stock, ETA: 2025-05-07"
"Product ID: FURN-CAB-0006, Category: Furniture, Subcategory: Cabinets, Price: $$1,346.84, List Price: $$1,548.09, Discount Price: $$1,346.84, Supplier: Supplier_1, Supplier_7, Availability: Out of Stock, ETA: 2025-05-06"
"Product ID: FURN-BED-0004, Category: Furniture, Subcategory: Beds, Price: $$971.09, List Price: $$1,244.99, Discount Price: $$971.09, Supplier: Supplier_1, Availability: Limited, ETA: 2025-05-05"
"Product ID: APPR-JKT-0008, Category: Apparel, Subcategory: Jackets, Price: $$996.47, List Price: $$1,048.92, Discount Price: $$996.47, Supplier: Supplier_8, Supplier_3, Availability: Limited, ETA: 2025-05-12"
"Product ID: AUTO-TIR-0006, Category: Automotive, Subcategory: Tires, Price: $$1,718.20, List Price: $$1,974.94, Discount Price: $$1,718.20, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: ELEC-SM-0011, Category: Electronics, Subcategory: Smartphones, Price: $$308.23, List Price: $$346.33, Discount Price: $$308.23, Supplier: Supplier_9, Supplier_7, Availability: Limited, ETA: 2025-05-13"
"Product ID: FURN-CHR-0003, Category: Furniture, Subcategory: Chairs, Price: $$1,803.09, List Price: $$1,918.18, Discount Price: $$1,803.09, Supplier: Supplier_2, Supplier_6, Availability: Limited, ETA: 2025-05-11"
"Product ID: APPR-JNS-0004, Category: Apparel, Subcategory: Jeans, Price: $$530.38, List Price: $$679.97, Discount Price: $$530.38, Supplier: Supplier_2, Supplier_4, Availability: Out of Stock, ETA: 2025-05-12"
"Product ID: AUTO-TIR-0004, Category: Automotive, Subcategory: Tires, Price: $$484.97, List Price: $$598.73, Discount Price: $$484.97, Supplier: Supplier_4, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: ELEC-SM-0007, Category: Electronics, Subcategory: Smartphones, Price: $$1,227.48, List Price: $$1,728.85, Discount Price: $$1,227.48, Supplier: Supplier_8, Supplier_10, Availability: Limited, ETA: 2025-05-09"
"Product ID: APPR-SHT-0003, Category: Apparel, Subcategory: Shirts, Price: $$665.61, List Price: $$924.46, Discount Price: $$665.61, Supplier: Supplier_9, Availability: In Stock, ETA: 2025-05-14"
"Product ID: GROC-FRT-0003, Category: Groceries, Subcategory: Fruits, Price: $$1,146.94, List Price: $$1,415.98, Discount Price: $$1,146.94, Supplier: Supplier_8, Availability: Limited, ETA: 2025-05-13"
"Product ID: ELEC-TAB-0003, Category: Electronics, Subcategory: Tablets, Price: $$1,291.99, List Price: $$1,556.62, Discount Price: $$1,291.99, Supplier: Supplier_1, Availability: Out of Stock, ETA: 2025-05-15"
"Product ID: FURN-CAB-0004, Category: Furniture, Subcategory: Cabinets, Price: $$1,566.89, List Price: $$1,632.18, Discount Price: $$1,566.89, Supplier: Supplier_7, Availability: Limited, ETA: 2025-05-06"
"Product ID: ELEC-LAP-0006, Category: Electronics, Subcategory: Laptops, Price: $$814.32, List Price: $$1,163.32, Discount Price: $$814.32, Supplier: Supplier_3, Availability: Limited, ETA: 2025-05-15"
"Product ID: AUTO-TIR-0007, Category: Automotive, Subcategory: Tires, Price: $$1,327.54, List Price: $$1,818.55, Discount Price: $$1,327.54, Supplier: Supplier_8, Supplier_7, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: ELEC-TAB-0004, Category: Electronics, Subcategory: Tablets, Price: $$988.55, List Price: $$1,392.33, Discount Price: $$988.55, Supplier: Supplier_2, Availability: In Stock, ETA: 2025-05-08"
"Product ID: GROC-SNK-0005, Category: Groceries, Subcategory: Snacks, Price: $$931.13, List Price: $$1,163.91, Discount Price: $$931.13, Supplier: Supplier_8, Supplier_9, Availability: Out of Stock, ETA: 2025-05-16"
"Product ID: GROC-FRT-0004, Category: Groceries, Subcategory: Fruits, Price: $$903.42, List Price: $$1,026.61, Discount Price: $$903.42, Supplier: Supplier_1, Availability: Out of Stock, ETA: 2025-05-06"
"Product ID: GROC-FRT-0005, Category: Groceries, Subcategory: Fruits, Price: $$1,865.62, List Price: $$1,943.35, Discount Price: $$1,865.62, Supplier: Supplier_2, Supplier_9, Availability: In Stock, ETA: 2025-05-04"
"Product ID: FURN-CHR-0009, Category: Furniture, Subcategory: Chairs, Price: $$473.03, List Price: $$556.51, Discount Price: $$473.03, Supplier: Supplier_2, Supplier_8, Availability: Limited, ETA: 2025-05-17"
"Product ID: AUTO-TIR-0005, Category: Automotive, Subcategory: Tires, Price: $$981.59, List Price: $$1,274.79, Discount Price: $$981.59, Supplier: Supplier_10, Supplier_4, Availability: Out of Stock, ETA: 2025-05-09"
"Product ID: APPR-JNS-0007, Category: Apparel, Subcategory: Jeans, Price: $$177.25, List Price: $$196.94, Discount Price: $$177.25, Supplier: Supplier_2, Supplier_4, Availability: In Stock, ETA: 2025-05-10"
"Product ID: APPR-JKT-0009, Category: Apparel, Subcategory: Jackets, Price: $$1,138.21, List Price: $$1,405.20, Discount Price: $$1,138.21, Supplier: Supplier_7, Supplier_1, Availability: Limited, ETA: 2025-05-11"
"Product ID: GROC-VEG-0003, Category: Groceries, Subcategory: Vegetables, Price: $$462.81, List Price: $$557.60, Discount Price: $$462.81, Supplier: Supplier_3, Supplier_10, Availability: Out of Stock, ETA: 2025-05-15"
"Product ID: ELEC-CAM-0005, Category: Electronics, Subcategory: Cameras, Price: $$1,727.84, List Price: $$1,763.10, Discount Price: $$1,727.84, Supplier: Supplier_2, Supplier_6, Availability: Limited, ETA: 2025-05-11"
